Array,layer_thick,orientation,infill_pattern,infill_density,mwcnt,graphene,tensile_str,flexural_str
T997,0.19,Flat,Honeycomb,70,1.5,0.0,19.08,28.48
T998,0.19,Flat,Honeycomb,70,1.5,0.0,20.31,28.6
T999,0.29,Flat,Honeycomb,70,1.5,0.0,20.32,29.62
T1000,0.29,Flat,Honeycomb,70,1.5,0.0,20.08,29.92
T1001,0.39,Flat,Honeycomb,70,1.5,0.0,21.5,30.94
T1002,0.39,Flat,Honeycomb,70,1.5,0.0,22.93,32.61
T1003,0.19,Flat,Honeycomb,90,1.5,0.0,20.12,29.55
T1004,0.19,Flat,Honeycomb,90,1.5,0.0,21.12,30.23
T1005,0.29,Flat,Honeycomb,90,1.5,0.0,21.57,32.12
T1006,0.29,Flat,Honeycomb,90,1.5,0.0,22.08,32.89
T1007,0.39,Flat,Honeycomb,90,1.5,0.0,23.78,34.2
T1008,0.39,Flat,Honeycomb,90,1.5,0.0,23.83,34.45
T1009,0.19,Flat,Linear,50,1.5,0.0,20.46,33.35
T1010,0.19,Flat,Linear,50,1.5,0.0,21.45,34.32
T1011,0.29,Flat,Linear,50,1.5,0.0,23.14,34.35
T1012,0.29,Flat,Linear,50,1.5,0.0,22.63,35.46
T1013,0.39,Flat,Linear,50,1.5,0.0,24.14,37.42
T1014,0.39,Flat,Linear,50,1.5,0.0,24.06,36.34
T1015,0.19,Flat,Linear,70,1.5,0.0,22.45,35.49
T1016,0.19,Flat,Linear,70,1.5,0.0,22.58,33.88
T1017,0.29,Flat,Linear,70,1.5,0.0,23.41,36.45
T1018,0.29,Flat,Linear,70,1.5,0.0,23.74,36.92
T1019,0.39,Flat,Linear,70,1.5,0.0,24.86,39.45
T1020,0.39,Flat,Linear,70,1.5,0.0,24.42,39.23
T1021,0.19,Flat,Linear,90,1.5,0.0,24.1,37.33
T1022,0.19,Flat,Linear,90,1.5,0.0,22.31,35.67
T1023,0.29,Flat,Linear,90,1.5,0.0,25.17,38.93
T1024,0.29,Flat,Linear,90,1.5,0.0,25.3,38.12
T1025,0.39,Flat,Linear,90,1.5,0.0,27.49,41.06
T1026,0.39,Flat,Linear,90,1.5,0.0,26.65,39.97
T1027,0.19,On Long Edge,Grid,50,1.5,0.0,24.68,38.27
T1028,0.19,On Long Edge,Grid,50,1.5,0.0,24.67,37.2
T1029,0.29,On Long Edge,Grid,50,1.5,0.0,26.18,39.32
T1030,0.29,On Long Edge,Grid,50,1.5,0.0,26.03,38.42
T1031,0.39,On Long Edge,Grid,50,1.5,0.0,28.41,41.75
T1032,0.39,On Long Edge,Grid,50,1.5,0.0,28.71,41.64
T1033,0.19,On Long Edge,Grid,70,1.5,0.0,26.03,38.44
T1034,0.19,On Long Edge,Grid,70,1.5,0.0,25.99,38.27
T1035,0.29,On Long Edge,Grid,70,1.5,0.0,28.7,41.21
T1036,0.29,On Long Edge,Grid,70,1.5,0.0,28.04,42.02
T1037,0.39,On Long Edge,Grid,70,1.5,0.0,29.69,45.34
T1038,0.39,On Long Edge,Grid,70,1.5,0.0,29.1,43.07
T1039,0.19,On Long Edge,Grid,90,1.5,0.0,27.73,41.85
T1040,0.19,On Long Edge,Grid,90,1.5,0.0,27.74,41.0
T1041,0.29,On Long Edge,Grid,90,1.5,0.0,28.79,42.58
T1042,0.29,On Long Edge,Grid,90,1.5,0.0,29.29,42.4
T1043,0.39,On Long Edge,Grid,90,1.5,0.0,29.74,45.32
T1044,0.39,On Long Edge,Grid,90,1.5,0.0,31.23,45.77
T1045,0.19,On Long Edge,Honeycomb,50,1.5,0.0,18.85,30.32
T1046,0.19,On Long Edge,Honeycomb,50,1.5,0.0,18.03,29.34
T1047,0.29,On Long Edge,Honeycomb,50,1.5,0.0,21.2,33.03
T1048,0.29,On Long Edge,Honeycomb,50,1.5,0.0,20.0,33.54
T1049,0.39,On Long Edge,Honeycomb,50,1.5,0.0,21.5,33.22
T1050,0.39,On Long Edge,Honeycomb,50,1.5,0.0,22.62,35.14
T1051,0.19,On Long Edge,Honeycomb,70,1.5,0.0,20.06,31.92
T1052,0.19,On Long Edge,Honeycomb,70,1.5,0.0,20.19,32.42
T1053,0.29,On Long Edge,Honeycomb,70,1.5,0.0,22.64,34.44
T1054,0.29,On Long Edge,Honeycomb,70,1.5,0.0,21.8,32.75
T1055,0.39,On Long Edge,Honeycomb,70,1.5,0.0,23.75,34.86
T1056,0.39,On Long Edge,Honeycomb,70,1.5,0.0,23.26,36.82
T1057,0.19,On Long Edge,Honeycomb,90,1.5,0.0,22.26,34.72
T1058,0.19,On Long Edge,Honeycomb,90,1.5,0.0,22.21,34.09
T1059,0.29,On Long Edge,Honeycomb,90,1.5,0.0,23.51,36.04
T1060,0.29,On Long Edge,Honeycomb,90,1.5,0.0,23.6,36.44
T1061,0.39,On Long Edge,Honeycomb,90,1.5,0.0,24.92,38.42
T1062,0.39,On Long Edge,Honeycomb,90,1.5,0.0,24.51,37.68
T1063,0.19,On Long Edge,Linear,50,1.5,0.0,21.98,38.23
T1064,0.19,On Long Edge,Linear,50,1.5,0.0,22.13,36.32
T1065,0.29,On Long Edge,Linear,50,1.5,0.0,23.26,39.14
T1066,0.29,On Long Edge,Linear,50,1.5,0.0,23.32,39.04
T1067,0.39,On Long Edge,Linear,50,1.5,0.0,25.12,39.29
T1068,0.39,On Long Edge,Linear,50,1.5,0.0,25.1,40.88
T1069,0.19,On Long Edge,Linear,70,1.5,0.0,23.76,37.67
T1070,0.19,On Long Edge,Linear,70,1.5,0.0,23.91,38.29
T1071,0.29,On Long Edge,Linear,70,1.5,0.0,25.86,42.07
T1072,0.29,On Long Edge,Linear,70,1.5,0.0,24.56,39.17
T1073,0.39,On Long Edge,Linear,70,1.5,0.0,26.71,41.68
T1074,0.39,On Long Edge,Linear,70,1.5,0.0,26.94,42.94
T1075,0.19,On Long Edge,Linear,90,1.5,0.0,24.14,41.17
T1076,0.19,On Long Edge,Linear,90,1.5,0.0,24.93,40.83
T1077,0.29,On Long Edge,Linear,90,1.5,0.0,27.13,42.32
T1078,0.29,On Long Edge,Linear,90,1.5,0.0,26.74,41.89
T1079,0.39,On Long Edge,Linear,90,1.5,0.0,27.58,44.24
T1080,0.39,On Long Edge,Linear,90,1.5,0.0,27.55,44.97
T1081,0.19,On Short Edge,Grid,50,1.5,0.0,9.25,14.59
T1082,0.19,On Short Edge,Grid,50,1.5,0.0,9.53,14.26
T1083,0.29,On Short Edge,Grid,50,1.5,0.0,10.82,16.33
T1084,0.29,On Short Edge,Grid,50,1.5,0.0,11.95,15.98
T1085,0.39,On Short Edge,Grid,50,1.5,0.0,13.68,17.87
T1086,0.39,On Short Edge,Grid,50,1.5,0.0,13.12,17.28
T1087,0.19,On Short Edge,Grid,70,1.5,0.0,11.63,15.55
T1088,0.19,On Short Edge,Grid,70,1.5,0.0,11.05,17.15
T1089,0.29,On Short Edge,Grid,70,1.5,0.0,12.27,17.89
T1090,0.29,On Short Edge,Grid,70,1.5,0.0,13.27,18.15
T1091,0.39,On Short Edge,Grid,70,1.5,0.0,13.49,20.42
T1092,0.39,On Short Edge,Grid,70,1.5,0.0,13.72,19.64
T1093,0.19,On Short Edge,Grid,90,1.5,0.0,12.79,15.79
T1094,0.19,On Short Edge,Grid,90,1.5,0.0,12.86,18.47
T1095,0.29,On Short Edge,Grid,90,1.5,0.0,14.32,20.11
T1096,0.29,On Short Edge,Grid,90,1.5,0.0,15.54,20.81
T1097,0.39,On Short Edge,Grid,90,1.5,0.0,15.94,23.91
T1098,0.39,On Short Edge,Grid,90,1.5,0.0,15.59,22.36
T1099,0.19,On Short Edge,Honeycomb,50,1.5,0.0,3.79,6.9
T1100,0.19,On Short Edge,Honeycomb,50,1.5,0.0,4.52,6.61
T1101,0.29,On Short Edge,Honeycomb,50,1.5,0.0,6.26,8.8
T1102,0.29,On Short Edge,Honeycomb,50,1.5,0.0,5.54,8.22
T1103,0.39,On Short Edge,Honeycomb,50,1.5,0.0,7.58,9.32
T1104,0.39,On Short Edge,Honeycomb,50,1.5,0.0,7.98,12.18
T1105,0.19,On Short Edge,Honeycomb,70,1.5,0.0,6.23,8.1
T1106,0.19,On Short Edge,Honeycomb,70,1.5,0.0,4.93,7.24
T1107,0.29,On Short Edge,Honeycomb,70,1.5,0.0,7.75,11.64
T1108,0.29,On Short Edge,Honeycomb,70,1.5,0.0,7.47,9.27
T1109,0.39,On Short Edge,Honeycomb,70,1.5,0.0,8.64,12.06
T1110,0.39,On Short Edge,Honeycomb,70,1.5,0.0,8.11,12.29
T1111,0.19,On Short Edge,Honeycomb,90,1.5,0.0,8.02,9.1
T1112,0.19,On Short Edge,Honeycomb,90,1.5,0.0,7.3,8.8
T1113,0.29,On Short Edge,Honeycomb,90,1.5,0.0,8.67,12.43
T1114,0.29,On Short Edge,Honeycomb,90,1.5,0.0,9.59,12.95
T1115,0.39,On Short Edge,Honeycomb,90,1.5,0.0,9.99,14.63
T1116,0.39,On Short Edge,Honeycomb,90,1.5,0.0,10.41,14.54
T1117,0.19,On Short Edge,Linear,50,1.5,0.0,7.45,13.58
T1118,0.19,On Short Edge,Linear,50,1.5,0.0,7.64,14.09
T1119,0.29,On Short Edge,Linear,50,1.5,0.0,9.11,16.86
T1120,0.29,On Short Edge,Linear,50,1.5,0.0,9.31,16.67
T1121,0.39,On Short Edge,Linear,50,1.5,0.0,10.91,16.65
T1122,0.39,On Short Edge,Linear,50,1.5,0.0,11.17,18.39
T1123,0.19,On Short Edge,Linear,70,1.5,0.0,7.61,14.77
T1124,0.19,On Short Edge,Linear,70,1.5,0.0,9.77,16.27
T1125,0.29,On Short Edge,Linear,70,1.5,0.0,9.82,18.09
T1126,0.29,On Short Edge,Linear,70,1.5,0.0,11.41,17.85
T1127,0.39,On Short Edge,Linear,70,1.5,0.0,11.31,18.55
T1128,0.39,On Short Edge,Linear,70,1.5,0.0,12.25,19.08
T1129,0.19,On Short Edge,Linear,90,1.5,0.0,11.19,17.97
T1130,0.19,On Short Edge,Linear,90,1.5,0.0,11.53,18.24
T1131,0.29,On Short Edge,Linear,90,1.5,0.0,12.33,18.99
T1132,0.29,On Short Edge,Linear,90,1.5,0.0,12.75,19.29
T1133,0.39,On Short Edge,Linear,90,1.5,0.0,13.04,21.33
T1134,0.39,On Short Edge,Linear,90,1.5,0.0,13.5,20.35
